,Unnamed: 0,DealerID,NewUsed,Year,Make,Model,ModelNumber,ExteriorColor,InteriorColor,EngineCylinders,Trim,Doors,Transmission,SellingPrice,MSRP,Miles,Certified,EPACity,EPAHighway,FuelType,DriveTrain,TransmissionDescription,EPA_Unit,Safety details,Finance,discounts and offers,address and contact details,Working hours and Days,Trade in and Exchange
170,170,2013,USED,2018,Jeep,Wrangler Unlimited,JLJL74,Black Clearcoat,Black,6,Sport S 4x4,4,Manual,31982,35988,58940,FALSE,22,24,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
171,171,2013,USED,2015,Dodge,Charger,LDDP48,Pitch Black,Black,8,4dr Sdn Road/Track RWD,4,Automatic,27132,26888,46113,FALSE,16,25,Gasoline,Rear Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
172,172,2013,NEW,2023,Ram,1500,DT6R98,Ivory White Tri-Coat Pearlcoat,Mountain Brown,6,"Longhorn 4x4 Crew Cab 5'7"" Box",4,Automatic,79407,80495,11,FALSE,17,22,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
173,173,2013,USED,2020,Jeep,Grand Cherokee,WKJP74,Walnut Brown Metallic Clearcoat,Black,6,Limited 4x4,4,Automatic,32592,34788,32464,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
174,174,2013,USED,2020,Jeep,Grand Cherokee,WKJH74,Diamond Black Crystal Pearlcoat,Black,6,Altitude 4x4,4,Automatic,35312,36988,25977,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
175,175,2013,USED,2018,Jeep,Cherokee,KLJP74,Hydro Blue Pearlcoat,Black,4,Limited 4x4,4,Automatic,22142,24788,49110,FALSE,18,26,Gasoline,Four Wheel Drive,9-Speed 948TE Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
176,176,2013,NEW,2023,Jeep,Wrangler 4xe,JLXL74,Granite Crystal Metallic Clearcoat,Black,4,4x4,4,Automatic,61252,61840,5,FALSE,0,0,Hybrid,Four Wheel Drive,8-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
177,177,2013,USED,2019,Jeep,Grand Cherokee,WKJH74,Bright White Clearcoat,Black,6,Altitude 4x4,4,Automatic,30421,31988,56076,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
178,178,2013,NEW,2023,Chrysler,Pacifica,RUET53,Velvet Red Pearlcoat,Black/Alloy/Black,6,Hybrid Limited FWD,4,,55235,56985,9,FALSE,0,0,Hybrid,Front Wheel Drive,CVT,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
179,179,2013,NEW,2023,Jeep,Wrangler 4xe,JLXL74,Granite Crystal Metallic Clearcoat,Black,4,4x4,4,Automatic,61252,61840,10,FALSE,0,0,Hybrid,Four Wheel Drive,8-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
180,180,2013,NEW,2023,Jeep,Wrangler 4xe,JLXL74,Hydro Blue Pearl Coat,Black,4,4x4,4,Automatic,61252,61840,6,FALSE,0,0,Hybrid,Four Wheel Drive,8-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
181,181,2013,NEW,2023,Chrysler,Pacifica,RUET53,Ceramic Gray Clearcoat,Black/Alloy/Black,6,Hybrid Limited FWD,4,,58030,59780,12,FALSE,0,0,Hybrid,Front Wheel Drive,CVT,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
182,182,2013,USED,2020,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,Black,4,Altitude 4x4,4,Manual,23891,25988,21960,FALSE,22,30,Gasoline,Four Wheel Drive,9-Speed 948TE Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
183,183,2013,NEW,2023,Jeep,Compass,MPJP74,Billet Silver Metallic Clearcoat,Black,4,Limited 4x4,4,Automatic,40572,43160,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
184,184,2013,USED,2021,Jeep,Grand Cherokee,WKJP74,Diamond Black Crystal Pearlcoat,Black,6,Limited 4x4,4,Automatic,34581,36988,34032,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
185,185,2013,USED,2017,Jeep,Wrangler,JKJL72,Bright White Clearcoat,Black,6,Sport 4x4,2,Manual,24321,26988,65915,FALSE,17,21,Gasoline,Four Wheel Drive,5-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
186,186,2013,NEW,2023,Dodge,Challenger,LAEL22,Triple Nickel Clearcoat,Black,6,GT AWD,2,Automatic,44650,46650,0,FALSE,18,27,Gasoline,All Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
187,187,2013,NEW,2023,Jeep,Compass,MPJP74,Bright White Clearcoat,Black,4,Limited 4x4,4,Automatic,40077,42665,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
188,188,2013,NEW,2023,Jeep,Compass,MPJH74,Billet Silver Metallic Clearcoat,Ruby Red/Black,4,Trailhawk 4x4,4,Automatic,41062,43650,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
189,189,2013,USED,2021,Jeep,Grand Cherokee L,WLJH75,Diamond Black Crystal Pearlcoat,Black,6,Altitude 4x4,4,Automatic,37941,39888,58855,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
190,190,2013,NEW,2023,Jeep,Grand Cherokee 4xe,WLXP74,Bright White Clearcoat,Global Black,4,4x4,4,Automatic,59572,61660,119,FALSE,0,0,Hybrid,Four Wheel Drive,8-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
191,191,2013,NEW,2023,Jeep,Compass,MPJP74,Sting-Gray Clearcoat,Black,4,Limited 4x4,4,Automatic,40572,43160,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
192,192,2013,NEW,2023,Jeep,Compass,MPJP74,Billet Silver Metallic Clearcoat,Black,4,Limited 4x4,4,Automatic,40572,43160,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
193,193,2013,USED,2018,Jeep,Renegade,BUJM74,Alpine White,Black,4,Latitude 4x4,4,Manual,18741,20888,47630,FALSE,21,29,Gasoline,Four Wheel Drive,9-Speed 948TE Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
194,194,2013,NEW,2023,Jeep,Wrangler 4xe,JLXP74,Sting-Gray Clearcoat,Black,4,Sahara 4x4,4,Automatic,64072,64660,186,FALSE,0,0,Hybrid,Four Wheel Drive,8-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
195,195,2013,USED,2019,Jeep,Wrangler Unlimited,JLJP74,Granite Crystal Metallic Clearcoat,Black,6,Sahara 4x4,4,Manual,36871,38888,60490,FALSE,22,24,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
196,196,2013,NEW,2023,Jeep,Grand Cherokee L,WLJH75,Baltic Gray Metallic Clearcoat,Global Black,6,Altitude 4x4,4,Automatic,52457,55045,0,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
197,197,2013,NEW,2023,Jeep,Wrangler 4xe,JLXL74,Hydro Blue Pearl Coat,Black,4,4x4,4,Automatic,61252,61840,53,FALSE,0,0,Hybrid,Four Wheel Drive,8-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
